"","source","id","onlyTrainingOptimization","model","performance","adaptModelInTesting","a","b"
"121","HumScrm","41",TRUE,"RLELO",0.953048957939276,FALSE,4.41594439912428,4.56756332095494
"122","HumScrm","42",TRUE,"RLELO",0.900376618122352,FALSE,3.31849502782356,4.25249058119152
"123","HumScrm","43",TRUE,"RLELO",0.886108542011317,FALSE,2.96543009876272,3.91309712673862
"124","HumScrm","44",TRUE,"RLELO",0.922757047556618,FALSE,4.26196636136453,4.65705242316704
"125","HumScrm","45",TRUE,"RLELO",0.846305431500953,FALSE,6.60552804368541,3.82505914520113
"126","HumScrm","46",TRUE,"RLELO",0.519291950092376,FALSE,1.95581086906689,1.73452166294412
"127","HumScrm","47",TRUE,"RLELO",0.870368421547031,FALSE,6.36171146682623,5.562046691982
"128","HumScrm","48",TRUE,"RLELO",0.568723041739516,FALSE,4.85197569976556,4.13250053760215
"129","HumScrm","49",TRUE,"RLELO",0.529687591557589,FALSE,6.3682110167049,6.16983040119879
"130","HumScrm","50",TRUE,"RLELO",0.901499728464477,FALSE,4.5955525087077,4.35597286125872
"131","HumScrm","51",TRUE,"RLELO",0.887464816651761,FALSE,4.43166841249487,5.02642513344475
"132","HumScrm","52",TRUE,"RLELO",0.739043914344869,FALSE,6.83750712059487,6.43324134603676
"133","HumScrm","53",TRUE,"RLELO",0.792892835791197,FALSE,2.2623332248454,1.90304530917198
"134","HumScrm","54",TRUE,"RLELO",0.518747415294501,FALSE,2.70282589041572,-2.23525176913367
"135","HumScrm","55",TRUE,"RLELO",0.763468537268088,FALSE,6.22677912808093,3.94850423490302
"136","HumScrm","56",TRUE,"RLELO",0.500000271690185,FALSE,-0.103817215883629,-0.001371184256969
"137","HumScrm","57",TRUE,"RLELO",0.792711630663859,FALSE,4.49621245128498,4.44910860838947
"138","HumScrm","58",TRUE,"RLELO",0.876503233740994,FALSE,4.04107306006219,4.95412615354811
"139","HumScrm","59",TRUE,"RLELO",0.692049025201306,FALSE,3.83092173170305,5.31335252493044
"140","HumScrm","60",TRUE,"RLELO",0.533765886038206,FALSE,0.677117736314504,0.500692423826725
"141","HumScrm","61",TRUE,"RLELO",0.521928842581244,FALSE,3.11937930523068,3.55435277947098
"142","HumScrm","62",TRUE,"RLELO",0.7322709227845,FALSE,3.82447932770929,5.23816074073805
"143","HumScrm","63",TRUE,"RLELO",0.521928842581244,FALSE,3.11937930523068,3.55435277947098
"144","HumScrm","64",TRUE,"RLELO",0.901499728464477,FALSE,4.5955525087077,4.35597286125872
"145","HumScrm","65",TRUE,"RLELO",0.893714249178403,FALSE,4.61934739833102,4.81073686132999
"146","HumScrm","66",TRUE,"RLELO",0.910903331346421,FALSE,6.78468255163008,6.53012084601725
"147","HumScrm","67",TRUE,"RLELO",0.819333944559124,FALSE,4.56962460447172,4.38027527414196
"148","HumScrm","68",TRUE,"RLELO",0.518632577783771,FALSE,0.49539909247326,0.313197474666531
"149","HumScrm","69",TRUE,"RLELO",0.723419732259598,FALSE,5.72082575310546,6.20853075049714
"150","HumScrm","70",TRUE,"RLELO",0.916054081261178,FALSE,4.38468570584137,4.55971306714775
"151","HumScrm","71",TRUE,"RLELO",0.896797093686435,FALSE,5.09172361647134,3.95223927197673
"152","HumScrm","72",TRUE,"RLELO",0.831244887659402,FALSE,3.8643970914647,4.17412941370488
"153","HumScrm","73",TRUE,"RLELO",0.789037515200297,FALSE,5.72285245392934,6.2118807363149
"154","HumScrm","74",TRUE,"RLELO",0.499948300903562,FALSE,0.867618941853725,1.74494513466586
"155","HumScrm","75",TRUE,"RLELO",0.815595628984351,FALSE,4.03482296575674,4.98668125106255
"156","HumScrm","76",TRUE,"RLELO",0.518828400667462,FALSE,3.12588329199801,3.1116485271878
"157","HumScrm","77",TRUE,"RLELO",0.818656241267219,FALSE,4.65983154020428,4.29857926787331
"158","RGMDL1","1",TRUE,"RLELO",0.578274436580318,FALSE,11.8533342847085,10.6581327004743
"159","RGMDL1","2",TRUE,"RLELO",0.701713097329296,FALSE,6.00256729368296,5.64866425165354
"160","RGMDL1","3",TRUE,"RLELO",0.582553357444249,FALSE,5.08512639776279,5.27633592682819
"161","RGMDL1","4",TRUE,"RLELO",0.703343541826903,FALSE,4.71921022764022,4.50995232645528
